config_id,encoder_depth,quantization_bits,ldpc_code_rate,qam_order,snr_db,channel_model,dataset,batch_size,feature_dim,payload_bits,header_bits,payload_bits_with_header,coded_bits,coded_bits_with_header,qam_bits_per_symbol,qam_symbols,qam_symbols_with_header,payload_bytes,payload_bytes_with_header,coded_bytes,coded_bytes_with_header,ldpc_padding_bits,bit_error_rate,bit_errors,block_errors,block_error_rate,ldpc_nonconvergence_rate,ldpc_blocks,ldpc_converged_blocks,ldpc_max_iterations_used,semantic_score,classifier_agreement,original_accuracy,recovered_accuracy,encoding_latency_ms,decoding_latency_ms
cifar10_vitb16_10000_d8_q2_r23_qam4_snr5,8,2,0.6666666666666666,4,5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,15360192,15480072,2,7680096,7740036,1280000.0,1290000.0,1920024.0,1935009.0,128,5.2734375e-05,540,107,0.004514006074924,0.0040921363482956,23704,23607,25,0.5215609669685364,0.4268,0.6648,0.3762,0.0,393732.7133270046
cifar10_vitb16_10000_d8_q2_r23_qam4_snr10,8,2,0.6666666666666666,4,10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,15360192,15480072,2,7680096,7740036,1280000.0,1290000.0,1920024.0,1935009.0,128,0.0,0,0,0.0,0.0,23704,23704,2,0.5218085050582886,0.4267,0.6648,0.376,0.0,46038.45813299995
cifar10_vitb16_10000_d8_q2_r23_qam4_snr15,8,2,0.6666666666666666,4,15.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,15360192,15480072,2,7680096,7740036,1280000.0,1290000.0,1920024.0,1935009.0,128,0.0,0,0,0.0,0.0,23704,23704,1,0.5218085050582886,0.4267,0.6648,0.376,0.0,22207.928372001334
cifar10_vitb16_10000_d8_q2_r23_qam4_snr20,8,2,0.6666666666666666,4,20.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,15360192,15480072,2,7680096,7740036,1280000.0,1290000.0,1920024.0,1935009.0,128,0.0,0,0,0.0,0.0,23704,23704,1,0.5218085050582886,0.4267,0.6648,0.376,0.0,20016.89434000218
cifar10_vitb16_10000_d8_q2_r23_qam16_snr-10,8,2,0.6666666666666666,16,-10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,15360192,15480072,4,3840048,3870018,1280000.0,1290000.0,1920024.0,1935009.0,128,0.4408564453125,4514370,23704,1.0,1.0,23704,0,25,0.1102136224508285,0.1598,0.6648,0.1478,0.0,297071.4324540022
cifar10_vitb16_10000_d8_q2_r23_qam16_snr-5,8,2,0.6666666666666666,16,-5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,15360192,15480072,4,3840048,3870018,1280000.0,1290000.0,1920024.0,1935009.0,128,0.383305859375,3925052,23704,1.0,1.0,23704,0,25,0.1689580529928207,0.2029,0.6648,0.1866,0.0,359559.7986640024
cifar10_vitb16_10000_d8_q2_r23_qam16_snr0,8,2,0.6666666666666666,16,0.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,15360192,15480072,4,3840048,3870018,1280000.0,1290000.0,1920024.0,1935009.0,128,0.28453232421875,2913611,23704,1.0,1.0,23704,0,25,0.2364909201860427,0.2463,0.6648,0.2228,0.0,306451.4534409973
cifar10_vitb16_10000_d8_q2_r23_qam16_snr5,8,2,0.6666666666666666,16,5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,15360192,15480072,4,3840048,3870018,1280000.0,1290000.0,1920024.0,1935009.0,128,0.15743388671875,1612123,23704,1.0,1.0,23704,0,25,0.2974215447902679,0.2791,0.6648,0.2534,0.0,345028.55934900435
cifar10_vitb16_10000_d8_q2_r23_qam16_snr10,8,2,0.6666666666666666,16,10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,15360192,15480072,4,3840048,3870018,1280000.0,1290000.0,1920024.0,1935009.0,128,0.00267578125,27400,2732,0.1152548093148835,0.1121329733378332,23704,21046,25,0.5127354264259338,0.4202,0.6648,0.3684,0.0,235718.57671700127
cifar10_vitb16_10000_d8_q2_r23_qam16_snr15,8,2,0.6666666666666666,16,15.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,15360192,15480072,4,3840048,3870018,1280000.0,1290000.0,1920024.0,1935009.0,128,0.0,0,0,0.0,0.0,23704,23704,4,0.5218085050582886,0.4267,0.6648,0.376,0.0,54602.49409300013
cifar10_vitb16_10000_d8_q2_r23_qam16_snr20,8,2,0.6666666666666666,16,20.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,15360192,15480072,4,3840048,3870018,1280000.0,1290000.0,1920024.0,1935009.0,128,0.0,0,0,0.0,0.0,23704,23704,1,0.5218085050582886,0.4267,0.6648,0.376,0.0,28874.394960002974
cifar10_vitb16_10000_d8_q2_r23_qam64_snr-10,8,2,0.6666666666666666,64,-10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,15360192,15480072,6,2560032,2580012,1280000.0,1290000.0,1920024.0,1935009.0,128,0.4620439453125,4731330,23704,1.0,1.0,23704,0,25,0.0479273423552513,0.1183,0.6648,0.1144,0.0,383322.99400500057
cifar10_vitb16_10000_d8_q2_r23_qam64_snr-5,8,2,0.6666666666666666,64,-5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,15360192,15480072,6,2560032,2580012,1280000.0,1290000.0,1920024.0,1935009.0,128,0.43069697265625,4410337,23704,1.0,1.0,23704,0,25,0.0731806978583335,0.1327,0.6648,0.1238,0.0,457154.6045600007
cifar10_vitb16_10000_d8_q2_r23_qam64_snr0,8,2,0.6666666666666666,64,0.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,15360192,15480072,6,2560032,2580012,1280000.0,1290000.0,1920024.0,1935009.0,128,0.37568447265625,3847009,23704,1.0,1.0,23704,0,25,0.1226936280727386,0.1643,0.6648,0.1542,0.0,298629.1914370013
cifar10_vitb16_10000_d8_q2_r23_qam64_snr5,8,2,0.6666666666666666,64,5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,15360192,15480072,6,2560032,2580012,1280000.0,1290000.0,1920024.0,1935009.0,128,0.25642021484375,2625743,23704,1.0,1.0,23704,0,25,0.1529413014650344,0.1962,0.6648,0.178,0.0,285525.1976330001
cifar10_vitb16_10000_d8_q2_r23_qam64_snr10,8,2,0.6666666666666666,64,10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,15360192,15480072,6,2560032,2580012,1280000.0,1290000.0,1920024.0,1935009.0,128,0.13670244140625,1399833,23704,1.0,1.0,23704,0,25,0.2445800751447677,0.2529,0.6648,0.2258,0.0,340078.18827300065
cifar10_vitb16_10000_d8_q2_r23_qam64_snr15,8,2,0.6666666666666666,64,15.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,15360192,15480072,6,2560032,2580012,1280000.0,1290000.0,1920024.0,1935009.0,128,0.0013357421875,13678,1468,0.0619304758690516,0.060200809989875,23704,22277,25,0.5161033272743225,0.4215,0.6648,0.3723,0.0,444351.8088640012
cifar10_vitb16_10000_d8_q2_r23_qam64_snr20,8,2,0.6666666666666666,64,20.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,15360192,15480072,6,2560032,2580012,1280000.0,1290000.0,1920024.0,1935009.0,128,0.0,0,0,0.0,0.0,23704,23704,4,0.5218085050582886,0.4267,0.6648,0.376,0.0,135234.44299599942
cifar10_vitb16_10000_d8_q2_r23_qam256_snr-10,8,2,0.6666666666666666,256,-10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,15360192,15480072,8,1920024,1935009,1280000.0,1290000.0,1920024.0,1935009.0,128,0.4737734375,4851440,23704,1.0,1.0,23704,0,25,0.0574850589036941,0.1234,0.6648,0.1199,0.0,586053.0305500033
cifar10_vitb16_10000_d8_q2_r23_qam256_snr-5,8,2,0.6666666666666666,256,-5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,15360192,15480072,8,1920024,1935009,1280000.0,1290000.0,1920024.0,1935009.0,128,0.4465416015625,4572586,23704,1.0,1.0,23704,0,25,0.090556114912033,0.1423,0.6648,0.1323,0.0,603697.3536269979
cifar10_vitb16_10000_d8_q2_r23_qam256_snr0,8,2,0.6666666666666666,256,0.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,15360192,15480072,8,1920024,1935009,1280000.0,1290000.0,1920024.0,1935009.0,128,0.40147763671875,4111131,23704,1.0,1.0,23704,0,25,0.1297499537467956,0.1723,0.6648,0.1593,0.0,531725.4719650008
cifar10_vitb16_10000_d8_q2_r23_qam256_snr5,8,2,0.6666666666666666,256,5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,15360192,15480072,8,1920024,1935009,1280000.0,1290000.0,1920024.0,1935009.0,128,0.34171279296875,3499139,23704,1.0,1.0,23704,0,25,0.1912504583597183,0.2123,0.6648,0.1866,0.0,577912.0924479975
cifar10_vitb16_10000_d8_q2_r23_qam256_snr10,8,2,0.6666666666666666,256,10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,15360192,15480072,8,1920024,1935009,1280000.0,1290000.0,1920024.0,1935009.0,128,0.2395736328125,2453234,23704,1.0,1.0,23704,0,25,0.2736663222312927,0.269,0.6648,0.2406,0.0,657118.3924069991
cifar10_vitb16_10000_d8_q2_r23_qam256_snr15,8,2,0.6666666666666666,256,15.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,15360192,15480072,8,1920024,1935009,1280000.0,1290000.0,1920024.0,1935009.0,128,0.1298056640625,1329210,23704,1.0,1.0,23704,0,25,0.3359154164791107,0.3222,0.6648,0.285,0.0,627217.3068460033
cifar10_vitb16_10000_d8_q2_r23_qam256_snr20,8,2,0.6666666666666666,256,20.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,15360192,15480072,8,1920024,1935009,1280000.0,1290000.0,1920024.0,1935009.0,128,0.00324912109375,33271,3284,0.1385420182247722,0.1303999325008437,23704,20613,25,0.5116688013076782,0.4216,0.6648,0.372,0.0,535720.9940479989
cifar10_vitb16_10000_d8_q2_r34_qam4_snr-10,8,2,0.75,4,-10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,2,6826680,6880140,1280000.0,1290000.0,1706670.0,1720035.0,20,0.3758310546875,3848510,21070,1.0,1.0,21070,0,25,0.0596885606646537,0.1308,0.6648,0.1251,0.0,223467.7415150036
cifar10_vitb16_10000_d8_q2_r34_qam4_snr-5,8,2,0.75,4,-5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,2,6826680,6880140,1280000.0,1290000.0,1706670.0,1720035.0,20,0.2869662109375,2938534,21070,1.0,1.0,21070,0,25,0.1079794466495513,0.1721,0.6648,0.1604,0.0,361752.4764780028
cifar10_vitb16_10000_d8_q2_r34_qam4_snr0,8,2,0.75,4,0.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,2,6826680,6880140,1280000.0,1290000.0,1706670.0,1720035.0,20,0.15658251953125,1603405,21070,1.0,1.0,21070,0,25,0.2039954662322998,0.2315,0.6648,0.2128,0.0,345217.127598
cifar10_vitb16_10000_d8_q2_r34_qam4_snr5,8,2,0.75,4,5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,2,6826680,6880140,1280000.0,1290000.0,1706670.0,1720035.0,20,0.00116669921875,11947,1447,0.0686758424299952,0.0661604176554342,21070,19676,25,0.5163105726242065,0.4236,0.6648,0.374,0.0,361594.1736399982
cifar10_vitb16_10000_d8_q2_r34_qam4_snr10,8,2,0.75,4,10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,2,6826680,6880140,1280000.0,1290000.0,1706670.0,1720035.0,20,0.0,0,0,0.0,0.0,21070,21070,3,0.5218085050582886,0.4267,0.6648,0.376,0.0,57028.92976100338
cifar10_vitb16_10000_d8_q2_r34_qam4_snr15,8,2,0.75,4,15.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,2,6826680,6880140,1280000.0,1290000.0,1706670.0,1720035.0,20,0.0,0,0,0.0,0.0,21070,21070,1,0.5218085050582886,0.4267,0.6648,0.376,0.0,25639.14570400084
cifar10_vitb16_10000_d8_q2_r34_qam4_snr20,8,2,0.75,4,20.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,2,6826680,6880140,1280000.0,1290000.0,1706670.0,1720035.0,20,0.0,0,0,0.0,0.0,21070,21070,1,0.5218085050582886,0.4267,0.6648,0.376,0.0,25843.16828800001
cifar10_vitb16_10000_d8_q2_r34_qam16_snr-10,8,2,0.75,16,-10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,4,3413340,3440070,1280000.0,1290000.0,1706670.0,1720035.0,20,0.44073828125,4513160,21070,1.0,1.0,21070,0,25,0.1105526834726333,0.1566,0.6648,0.1469,0.0,286646.7052090011
cifar10_vitb16_10000_d8_q2_r34_qam16_snr-5,8,2,0.75,16,-5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,4,3413340,3440070,1280000.0,1290000.0,1706670.0,1720035.0,20,0.383465625,3926688,21070,1.0,1.0,21070,0,25,0.1691972315311432,0.196,0.6648,0.1793,0.0,225860.6157970025
cifar10_vitb16_10000_d8_q2_r34_qam16_snr0,8,2,0.75,16,0.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,4,3413340,3440070,1280000.0,1290000.0,1706670.0,1720035.0,20,0.28515712890625,2920009,21070,1.0,1.0,21070,0,25,0.236295074224472,0.239,0.6648,0.2177,0.0,349763.534163998
cifar10_vitb16_10000_d8_q2_r34_qam16_snr5,8,2,0.75,16,5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,4,3413340,3440070,1280000.0,1290000.0,1706670.0,1720035.0,20,0.163145703125,1670612,21070,1.0,1.0,21070,0,25,0.2934641242027282,0.272,0.6648,0.246,0.0,332063.4410759994
cifar10_vitb16_10000_d8_q2_r34_qam16_snr10,8,2,0.75,16,10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,4,3413340,3440070,1280000.0,1290000.0,1706670.0,1720035.0,20,0.02711513671875,277659,16651,0.7902705268153773,0.7906027527289986,21070,4412,25,0.4433996975421905,0.3698,0.6648,0.3314,0.0,363466.808915
cifar10_vitb16_10000_d8_q2_r34_qam16_snr15,8,2,0.75,16,15.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,4,3413340,3440070,1280000.0,1290000.0,1706670.0,1720035.0,20,0.0,0,0,0.0,0.0,21070,21070,4,0.5218085050582886,0.4267,0.6648,0.376,0.0,79897.64577700043
cifar10_vitb16_10000_d8_q2_r34_qam16_snr20,8,2,0.75,16,20.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,4,3413340,3440070,1280000.0,1290000.0,1706670.0,1720035.0,20,0.0,0,0,0.0,0.0,21070,21070,1,0.5218085050582886,0.4267,0.6648,0.376,0.0,35135.93095300166
cifar10_vitb16_10000_d8_q2_r34_qam64_snr-10,8,2,0.75,64,-10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,6,2275560,2293380,1280000.0,1290000.0,1706670.0,1720035.0,20,0.46196826171875,4730555,21070,1.0,1.0,21070,0,25,0.0480443835258483,0.1145,0.6648,0.1112,0.0,417851.9209820006
cifar10_vitb16_10000_d8_q2_r34_qam64_snr-5,8,2,0.75,64,-5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,6,2275560,2293380,1280000.0,1290000.0,1706670.0,1720035.0,20,0.4302763671875,4406030,21070,1.0,1.0,21070,0,25,0.0739248842000961,0.1398,0.6648,0.1291,0.0,409400.2534760002
cifar10_vitb16_10000_d8_q2_r34_qam64_snr0,8,2,0.75,64,0.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,6,2275560,2293380,1280000.0,1290000.0,1706670.0,1720035.0,20,0.37499912109375,3839991,21070,1.0,1.0,21070,0,25,0.1232969760894775,0.1583,0.6648,0.1434,0.0,393941.9467829939
cifar10_vitb16_10000_d8_q2_r34_qam64_snr5,8,2,0.75,64,5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,6,2275560,2293380,1280000.0,1290000.0,1706670.0,1720035.0,20,0.25549619140625,2616281,21070,1.0,1.0,21070,0,25,0.15347321331501,0.1914,0.6648,0.177,0.0,417542.2990080042
cifar10_vitb16_10000_d8_q2_r34_qam64_snr10,8,2,0.75,64,10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,6,2275560,2293380,1280000.0,1290000.0,1706670.0,1720035.0,20,0.1439814453125,1474370,21070,1.0,1.0,21070,0,25,0.2367969453334808,0.2544,0.6648,0.2239,0.0,316235.2467200035
cifar10_vitb16_10000_d8_q2_r34_qam64_snr15,8,2,0.75,64,15.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,6,2275560,2293380,1280000.0,1290000.0,1706670.0,1720035.0,20,0.01766005859375,180839,12275,0.5825818699572852,0.5816326530612245,21070,8815,25,0.4545734226703644,0.3768,0.6648,0.3335,0.0,353645.11463899544
cifar10_vitb16_10000_d8_q2_r34_qam64_snr20,8,2,0.75,64,20.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,6,2275560,2293380,1280000.0,1290000.0,1706670.0,1720035.0,20,0.0,0,0,0.0,0.0,21070,21070,6,0.5218085050582886,0.4267,0.6648,0.376,0.0,145915.4680530046
cifar10_vitb16_10000_d8_q2_r34_qam256_snr-10,8,2,0.75,256,-10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,8,1706670,1720035,1280000.0,1290000.0,1706670.0,1720035.0,20,0.47162314453125,4829421,21070,1.0,1.0,21070,0,25,0.0648359358310699,0.1231,0.6648,0.1182,0.0,590277.4625210005
cifar10_vitb16_10000_d8_q2_r34_qam256_snr-5,8,2,0.75,256,-5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,8,1706670,1720035,1280000.0,1290000.0,1706670.0,1720035.0,20,0.44455478515625,4552241,21070,1.0,1.0,21070,0,25,0.0971010029315948,0.1432,0.6648,0.1316,0.0,596562.8767629969
cifar10_vitb16_10000_d8_q2_r34_qam256_snr0,8,2,0.75,256,0.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,8,1706670,1720035,1280000.0,1290000.0,1706670.0,1720035.0,20,0.40045263671875,4100635,21070,1.0,1.0,21070,0,25,0.1446971446275711,0.1732,0.6648,0.1553,0.0,435137.62506999046
cifar10_vitb16_10000_d8_q2_r34_qam256_snr5,8,2,0.75,256,5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,8,1706670,1720035,1280000.0,1290000.0,1706670.0,1720035.0,20,0.346350390625,3546628,21070,1.0,1.0,21070,0,25,0.2053264379501342,0.221,0.6648,0.1998,0.0,461183.4779990022
cifar10_vitb16_10000_d8_q2_r34_qam256_snr10,8,2,0.75,256,10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,8,1706670,1720035,1280000.0,1290000.0,1706670.0,1720035.0,20,0.24124228515625,2470321,21070,1.0,1.0,21070,0,25,0.2863658964633941,0.2851,0.6648,0.2515,0.0,507749.64701199497
cifar10_vitb16_10000_d8_q2_r34_qam256_snr15,8,2,0.75,256,15.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,8,1706670,1720035,1280000.0,1290000.0,1706670.0,1720035.0,20,0.14012568359375,1434887,21070,1.0,1.0,21070,0,25,0.3426983952522278,0.3096,0.6648,0.2765,0.0,497184.5874999999
cifar10_vitb16_10000_d8_q2_r34_qam256_snr20,8,2,0.75,256,20.0,awgn,cifar10_vitb16_layer_features_test,10000,512,10240000,8,10320000,13653360,13760280,8,1706670,1720035,1280000.0,1290000.0,1706670.0,1720035.0,20,0.0331474609375,339430,18296,0.868343616516374,0.86843853820598,21070,2772,25,0.4426358342170715,0.3759,0.6648,0.3386,0.0,441547.1386950012
cifar10_vitb16_10000_d8_q4_r12_qam4_snr-10,8,4,0.5,4,-10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,2,20480040,20560068,2560000.0,2570000.0,5120010.0,5140017.0,40,0.374578466796875,7671367,63210,1.0,1.0,63210,0,25,0.01671639457345,0.1106,0.6648,0.1109,0.0,940205.9363480002
cifar10_vitb16_10000_d8_q4_r12_qam4_snr-5,8,4,0.5,4,-5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,2,20480040,20560068,2560000.0,2570000.0,5120010.0,5140017.0,40,0.280142041015625,5737309,63210,1.0,1.0,63210,0,25,0.0312035921961069,0.1179,0.6648,0.1131,0.0,808895.8170350005
cifar10_vitb16_10000_d8_q4_r12_qam4_snr0,8,4,0.5,4,0.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,2,20480040,20560068,2560000.0,2570000.0,5120010.0,5140017.0,40,0.109450830078125,2241553,63200,0.99984179718399,0.999873437747192,63210,8,25,0.0817714110016822,0.1485,0.6648,0.1399,0.0,1093377.895963
cifar10_vitb16_10000_d8_q4_r12_qam4_snr5,8,4,0.5,4,5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,2,20480040,20560068,2560000.0,2570000.0,5120010.0,5140017.0,40,2.83203125e-06,58,17,0.0002689447872172,9.492168960612002e-05,63210,63204,25,0.5829082131385803,0.4574,0.6648,0.401,0.0,732167.7631109997
cifar10_vitb16_10000_d8_q4_r12_qam4_snr10,8,4,0.5,4,10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,2,20480040,20560068,2560000.0,2570000.0,5120010.0,5140017.0,40,0.0,0,0,0.0,0.0,63210,63210,2,0.5831339955329895,0.4577,0.6648,0.4013,0.0,75684.54672299958
cifar10_vitb16_10000_d8_q4_r12_qam4_snr15,8,4,0.5,4,15.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,2,20480040,20560068,2560000.0,2570000.0,5120010.0,5140017.0,40,0.0,0,0,0.0,0.0,63210,63210,1,0.5831339955329895,0.4577,0.6648,0.4013,0.0,52934.0455269994
cifar10_vitb16_10000_d8_q4_r12_qam4_snr20,8,4,0.5,4,20.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,2,20480040,20560068,2560000.0,2570000.0,5120010.0,5140017.0,40,0.0,0,0,0.0,0.0,63210,63210,1,0.5831339955329895,0.4577,0.6648,0.4013,0.0,44312.92639999992
cifar10_vitb16_10000_d8_q4_r12_qam16_snr-10,8,4,0.5,16,-10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,4,10240020,10280034,2560000.0,2570000.0,5120010.0,5140017.0,40,0.43949013671875,9000758,63210,1.0,1.0,63210,0,25,0.0834712013602256,0.1398,0.6648,0.1321,0.0,963785.7886029996
cifar10_vitb16_10000_d8_q4_r12_qam16_snr-5,8,4,0.5,16,-5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,4,10240020,10280034,2560000.0,2570000.0,5120010.0,5140017.0,40,0.380081982421875,7784079,63210,1.0,1.0,63210,0,25,0.1204386353492736,0.1611,0.6648,0.1491,0.0,830495.7748939997
cifar10_vitb16_10000_d8_q4_r12_qam16_snr0,8,4,0.5,16,0.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,4,10240020,10280034,2560000.0,2570000.0,5120010.0,5140017.0,40,0.275391552734375,5640019,63210,1.0,1.0,63210,0,25,0.1577700972557068,0.1855,0.6648,0.1717,0.0,873103.9303600009
cifar10_vitb16_10000_d8_q4_r12_qam16_snr5,8,4,0.5,16,5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,4,10240020,10280034,2560000.0,2570000.0,5120010.0,5140017.0,40,0.116218896484375,2380163,63203,0.9998892580287928,0.999905078310394,63210,6,25,0.1736351251602172,0.2,0.6648,0.1857,0.0,750320.4220649987
cifar10_vitb16_10000_d8_q4_r12_qam16_snr10,8,4,0.5,16,10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,4,10240020,10280034,2560000.0,2570000.0,5120010.0,5140017.0,40,1.8505859375e-05,379,124,0.0019617149185255,0.0007910140800506,63210,63160,25,0.5817440152168274,0.4564,0.6648,0.3996,0.0,1086060.255391998
cifar10_vitb16_10000_d8_q4_r12_qam16_snr15,8,4,0.5,16,15.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,4,10240020,10280034,2560000.0,2570000.0,5120010.0,5140017.0,40,0.0,0,0,0.0,0.0,63210,63210,4,0.5831339955329895,0.4577,0.6648,0.4013,0.0,245643.4969719994
cifar10_vitb16_10000_d8_q4_r12_qam16_snr20,8,4,0.5,16,20.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,4,10240020,10280034,2560000.0,2570000.0,5120010.0,5140017.0,40,0.0,0,0,0.0,0.0,63210,63210,1,0.5831339955329895,0.4577,0.6648,0.4013,0.0,108944.02995600105
cifar10_vitb16_10000_d8_q4_r12_qam64_snr-10,8,4,0.5,64,-10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,6,6826680,6853356,2560000.0,2570000.0,5120010.0,5140017.0,40,0.457254736328125,9364577,63210,1.0,1.0,63210,0,25,0.0316026583313941,0.1037,0.6648,0.1028,0.0,1000094.6662860006
cifar10_vitb16_10000_d8_q4_r12_qam64_snr-5,8,4,0.5,64,-5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,6,6826680,6853356,2560000.0,2570000.0,5120010.0,5140017.0,40,0.413727587890625,8473141,63210,1.0,1.0,63210,0,25,0.0369581431150436,0.1135,0.6648,0.1106,0.0,1186186.019656001
cifar10_vitb16_10000_d8_q4_r12_qam64_snr0,8,4,0.5,64,0.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,6,6826680,6853356,2560000.0,2570000.0,5120010.0,5140017.0,40,0.340470166015625,6972829,63210,1.0,1.0,63210,0,25,0.0504508130252361,0.1171,0.6648,0.1116,0.0,874221.2908989969
cifar10_vitb16_10000_d8_q4_r12_qam64_snr5,8,4,0.5,64,5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,6,6826680,6853356,2560000.0,2570000.0,5120010.0,5140017.0,40,0.243977880859375,4996667,63210,1.0,1.0,63210,0,25,0.0613160766661167,0.1277,0.6648,0.1266,0.0,980215.7626279986
