config_id,encoder_depth,quantization_bits,ldpc_code_rate,qam_order,snr_db,channel_model,dataset,batch_size,feature_dim,payload_bits,header_bits,payload_bits_with_header,coded_bits,coded_bits_with_header,qam_bits_per_symbol,qam_symbols,qam_symbols_with_header,payload_bytes,payload_bytes_with_header,coded_bytes,coded_bytes_with_header,ldpc_padding_bits,bit_error_rate,bit_errors,block_errors,block_error_rate,ldpc_nonconvergence_rate,ldpc_blocks,ldpc_converged_blocks,ldpc_max_iterations_used,semantic_score,classifier_agreement,original_accuracy,recovered_accuracy,encoding_latency_ms,decoding_latency_ms
cifar10_vitb16_10000_d3_q4_r12_qam64_snr-10,3,4,0.5,64,-10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,6,6826680,6853356,2560000.0,2570000.0,5120010.0,5140017.0,40,0.454416650390625,9306453,63210,1.0,1.0,63210,0,25,0.0332042910158634,0.1202,0.3841,0.1082,0.0,1076941.6217140006
cifar10_vitb16_10000_d3_q4_r12_qam64_snr-5,3,4,0.5,64,-5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,6,6826680,6853356,2560000.0,2570000.0,5120010.0,5140017.0,40,0.411291015625,8423240,63210,1.0,1.0,63210,0,25,0.0394737683236599,0.122,0.3841,0.1019,0.0,1167173.926801999
cifar10_vitb16_10000_d3_q4_r12_qam64_snr0,3,4,0.5,64,0.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,6,6826680,6853356,2560000.0,2570000.0,5120010.0,5140017.0,40,0.338306884765625,6928525,63210,1.0,1.0,63210,0,25,0.0529592595994472,0.1251,0.3841,0.105,0.0,836649.8785600015
cifar10_vitb16_10000_d3_q4_r12_qam64_snr5,3,4,0.5,64,5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,6,6826680,6853356,2560000.0,2570000.0,5120010.0,5140017.0,40,0.2436728515625,4990420,63210,1.0,1.0,63210,0,25,0.061194360256195,0.1378,0.3841,0.115,0.0,1077930.9475700029
cifar10_vitb16_10000_d3_q4_r12_qam64_snr10,3,4,0.5,64,10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,6,6826680,6853356,2560000.0,2570000.0,5120010.0,5140017.0,40,0.086989501953125,1781545,62466,0.9882297104888468,0.98843537414966,63210,731,25,0.1155190393328666,0.1764,0.3841,0.1402,0.0,1264424.306229001
cifar10_vitb16_10000_d3_q4_r12_qam64_snr15,3,4,0.5,64,15.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,6,6826680,6853356,2560000.0,2570000.0,5120010.0,5140017.0,40,9.0185546875e-05,1847,375,0.0059326056003796,0.0017560512577123,63210,63099,25,0.5470286011695862,0.3891,0.3841,0.2396,0.0,1181379.5935829985
cifar10_vitb16_10000_d3_q4_r12_qam64_snr20,3,4,0.5,64,20.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,6,6826680,6853356,2560000.0,2570000.0,5120010.0,5140017.0,40,4.8828125e-08,1,1,1.58202816010125e-05,1.5820281600964492e-05,63210,63209,25,0.5514658093452454,0.3894,0.3841,0.238,0.0,1315481.953900002
cifar10_vitb16_10000_d3_q4_r12_qam256_snr-10,3,4,0.5,256,-10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,8,5120010,5140017,2560000.0,2570000.0,5120010.0,5140017.0,40,0.45567373046875,9332198,63210,1.0,1.0,63210,0,25,0.0846034735441207,0.163,0.3841,0.1252,0.0,1636979.777935001
cifar10_vitb16_10000_d3_q4_r12_qam256_snr-5,3,4,0.5,256,-5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,8,5120010,5140017,2560000.0,2570000.0,5120010.0,5140017.0,40,0.403382470703125,8261273,63210,1.0,1.0,63210,0,25,0.1177819371223449,0.1735,0.3841,0.1313,0.0,1277439.1204170024
cifar10_vitb16_10000_d3_q4_r12_qam256_snr0,3,4,0.5,256,0.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,8,5120010,5140017,2560000.0,2570000.0,5120010.0,5140017.0,40,0.313177294921875,6413871,63210,1.0,1.0,63210,0,25,0.1520953178405761,0.1972,0.3841,0.1453,0.0,1645762.034468
cifar10_vitb16_10000_d3_q4_r12_qam256_snr5,3,4,0.5,256,5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,8,5120010,5140017,2560000.0,2570000.0,5120010.0,5140017.0,40,0.263674951171875,5400063,63210,1.0,1.0,63210,0,25,0.2233150899410247,0.2607,0.3841,0.1792,0.0,1454662.797467001
cifar10_vitb16_10000_d3_q4_r12_qam256_snr10,3,4,0.5,256,10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,8,5120010,5140017,2560000.0,2570000.0,5120010.0,5140017.0,40,0.18851435546875,3860774,63210,1.0,1.0,63210,0,25,0.2949303686618805,0.3344,0.3841,0.2168,0.0,1513181.7076689987
cifar10_vitb16_10000_d3_q4_r12_qam256_snr15,3,4,0.5,256,15.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,8,5120010,5140017,2560000.0,2570000.0,5120010.0,5140017.0,40,0.03644111328125,746314,45395,0.7181616832779624,0.7264831514000949,63210,17289,25,0.3685998916625976,0.3563,0.3841,0.2285,0.0,1721606.6479299988
cifar10_vitb16_10000_d3_q4_r12_qam256_snr20,3,4,0.5,256,20.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,40960080,41120136,8,5120010,5140017,2560000.0,2570000.0,5120010.0,5140017.0,40,4.150390625e-06,85,13,0.0002056636608131,0.0001740230976111,63210,63199,25,0.5514107346534729,0.3895,0.3841,0.2381,0.0,1286520.0726629992
cifar10_vitb16_10000_d3_q4_r23_qam4_snr-10,3,4,0.6666666666666666,4,-10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,2,15360192,15420132,2560000.0,2570000.0,3840048.0,3855033.0,256,0.376079345703125,7702105,47408,1.0,1.0,47408,0,25,0.0159938391298055,0.118,0.3841,0.1013,0.0,714168.6608440068
cifar10_vitb16_10000_d3_q4_r23_qam4_snr-5,3,4,0.6666666666666666,4,-5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,2,15360192,15420132,2560000.0,2570000.0,3840048.0,3855033.0,256,0.2861220703125,5859780,47408,1.0,1.0,47408,0,25,0.0291219763457775,0.1237,0.3841,0.105,0.0,797606.8655050038
cifar10_vitb16_10000_d3_q4_r23_qam4_snr0,3,4,0.6666666666666666,4,0.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,2,15360192,15420132,2560000.0,2570000.0,3840048.0,3855033.0,256,0.14976435546875,3067174,47408,1.0,1.0,47408,0,25,0.0596540942788124,0.145,0.3841,0.1197,0.0,814628.9946009929
cifar10_vitb16_10000_d3_q4_r23_qam4_snr5,3,4,0.6666666666666666,4,5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,2,15360192,15420132,2560000.0,2570000.0,3840048.0,3855033.0,256,5.7470703125e-05,1177,209,0.0044085386432669,0.0036913601079986,47408,47233,25,0.5491457581520081,0.3889,0.3841,0.2376,0.0,819497.853577006
cifar10_vitb16_10000_d3_q4_r23_qam4_snr10,3,4,0.6666666666666666,4,10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,2,15360192,15420132,2560000.0,2570000.0,3840048.0,3855033.0,256,0.0,0,0,0.0,0.0,47408,47408,2,0.551466166973114,0.3894,0.3841,0.238,0.0,94918.85588999868
cifar10_vitb16_10000_d3_q4_r23_qam4_snr15,3,4,0.6666666666666666,4,15.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,2,15360192,15420132,2560000.0,2570000.0,3840048.0,3855033.0,256,0.0,0,0,0.0,0.0,47408,47408,1,0.551466166973114,0.3894,0.3841,0.238,0.0,61353.80172299483
cifar10_vitb16_10000_d3_q4_r23_qam4_snr20,3,4,0.6666666666666666,4,20.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,2,15360192,15420132,2560000.0,2570000.0,3840048.0,3855033.0,256,0.0,0,0,0.0,0.0,47408,47408,1,0.551466166973114,0.3894,0.3841,0.238,0.0,60839.14991899656
cifar10_vitb16_10000_d3_q4_r23_qam16_snr-10,3,4,0.6666666666666666,16,-10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,4,7680096,7710066,2560000.0,2570000.0,3840048.0,3855033.0,256,0.4368578125,8946848,47408,1.0,1.0,47408,0,25,0.075418621301651,0.1509,0.3841,0.1193,0.0,665100.7429989986
cifar10_vitb16_10000_d3_q4_r23_qam16_snr-5,3,4,0.6666666666666666,16,-5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,4,7680096,7710066,2560000.0,2570000.0,3840048.0,3855033.0,256,0.37968720703125,7775994,47408,1.0,1.0,47408,0,25,0.1095988005399704,0.1725,0.3841,0.1308,0.0,611312.289872003
cifar10_vitb16_10000_d3_q4_r23_qam16_snr0,3,4,0.6666666666666666,16,0.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,4,7680096,7710066,2560000.0,2570000.0,3840048.0,3855033.0,256,0.282746337890625,5790645,47408,1.0,1.0,47408,0,25,0.1412746757268905,0.1898,0.3841,0.143,0.0,630157.8368330011
cifar10_vitb16_10000_d3_q4_r23_qam16_snr5,3,4,0.6666666666666666,16,5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,4,7680096,7710066,2560000.0,2570000.0,3840048.0,3855033.0,256,0.156778125,3210816,47408,1.0,1.0,47408,0,25,0.1526672840118408,0.2013,0.3841,0.1476,0.0,649763.4224179927
cifar10_vitb16_10000_d3_q4_r23_qam16_snr10,3,4,0.6666666666666666,16,10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,4,7680096,7710066,2560000.0,2570000.0,3840048.0,3855033.0,256,0.0021654296875,44348,4563,0.0962495781302733,0.0926847789402632,47408,43014,25,0.4860605895519256,0.3693,0.3841,0.2322,0.0,730662.0958359999
cifar10_vitb16_10000_d3_q4_r23_qam16_snr15,3,4,0.6666666666666666,16,15.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,4,7680096,7710066,2560000.0,2570000.0,3840048.0,3855033.0,256,0.0,0,0,0.0,0.0,47408,47408,8,0.551466166973114,0.3894,0.3841,0.238,0.0,200367.29451899737
cifar10_vitb16_10000_d3_q4_r23_qam16_snr20,3,4,0.6666666666666666,16,20.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,4,7680096,7710066,2560000.0,2570000.0,3840048.0,3855033.0,256,0.0,0,0,0.0,0.0,47408,47408,1,0.551466166973114,0.3894,0.3841,0.238,0.0,68492.64128100185
cifar10_vitb16_10000_d3_q4_r23_qam64_snr-10,3,4,0.6666666666666666,64,-10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,6,5120064,5140044,2560000.0,2570000.0,3840048.0,3855033.0,256,0.45533984375,9325360,47408,1.0,1.0,47408,0,25,0.0334762558341026,0.1163,0.3841,0.102,0.0,853743.049720004
cifar10_vitb16_10000_d3_q4_r23_qam64_snr-5,3,4,0.6666666666666666,64,-5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,6,5120064,5140044,2560000.0,2570000.0,3840048.0,3855033.0,256,0.41292333984375,8456670,47408,1.0,1.0,47408,0,25,0.0399251095950603,0.1273,0.3841,0.1021,0.0,842781.2550680029
cifar10_vitb16_10000_d3_q4_r23_qam64_snr0,3,4,0.6666666666666666,64,0.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,6,5120064,5140044,2560000.0,2570000.0,3840048.0,3855033.0,256,0.34262568359375,7016974,47408,1.0,1.0,47408,0,25,0.056607324630022,0.1244,0.3841,0.1071,0.0,871350.6380949984
cifar10_vitb16_10000_d3_q4_r23_qam64_snr5,3,4,0.6666666666666666,64,5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,6,5120064,5140044,2560000.0,2570000.0,3840048.0,3855033.0,256,0.25844287109375,5292910,47408,1.0,1.0,47408,0,25,0.054922729730606,0.1331,0.3841,0.1089,0.0,919020.0133879988
cifar10_vitb16_10000_d3_q4_r23_qam64_snr10,3,4,0.6666666666666666,64,10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,6,5120064,5140044,2560000.0,2570000.0,3840048.0,3855033.0,256,0.143547314453125,2939849,47408,1.0,1.0,47408,0,25,0.084227941930294,0.1571,0.3841,0.124,0.0,633727.8731059995
cifar10_vitb16_10000_d3_q4_r23_qam64_snr15,3,4,0.6666666666666666,64,15.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,6,5120064,5140044,2560000.0,2570000.0,3840048.0,3855033.0,256,0.0052828125,108192,9575,0.2019701316233547,0.2006412419844752,47408,37896,25,0.4058362245559692,0.3365,0.3841,0.216,0.0,948308.0088999924
cifar10_vitb16_10000_d3_q4_r23_qam64_snr20,3,4,0.6666666666666666,64,20.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,6,5120064,5140044,2560000.0,2570000.0,3840048.0,3855033.0,256,0.0,0,0,0.0,0.0,47408,47408,5,0.551466166973114,0.3894,0.3841,0.238,0.0,308909.88202499284
cifar10_vitb16_10000_d3_q4_r23_qam256_snr-10,3,4,0.6666666666666666,256,-10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,8,3840048,3855033,2560000.0,2570000.0,3840048.0,3855033.0,256,0.4573234375,9365984,47408,1.0,1.0,47408,0,25,0.0824138298630714,0.1585,0.3841,0.1181,0.0,1029196.878558003
cifar10_vitb16_10000_d3_q4_r23_qam256_snr-5,3,4,0.6666666666666666,256,-5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,8,3840048,3855033,2560000.0,2570000.0,3840048.0,3855033.0,256,0.407429638671875,8344159,47408,1.0,1.0,47408,0,25,0.1162694245576858,0.1858,0.3841,0.1375,0.0,1188183.1078260075
cifar10_vitb16_10000_d3_q4_r23_qam256_snr0,3,4,0.6666666666666666,256,0.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,8,3840048,3855033,2560000.0,2570000.0,3840048.0,3855033.0,256,0.31587626953125,6469146,47408,1.0,1.0,47408,0,25,0.1485373973846435,0.2043,0.3841,0.1528,0.0,974229.713998
cifar10_vitb16_10000_d3_q4_r23_qam256_snr5,3,4,0.6666666666666666,256,5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,8,3840048,3855033,2560000.0,2570000.0,3840048.0,3855033.0,256,0.259990087890625,5324597,47408,1.0,1.0,47408,0,25,0.2173422574996948,0.2506,0.3841,0.1747,0.0,903867.7995390026
cifar10_vitb16_10000_d3_q4_r23_qam256_snr10,3,4,0.6666666666666666,256,10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,8,3840048,3855033,2560000.0,2570000.0,3840048.0,3855033.0,256,0.2247123046875,4602108,47408,1.0,1.0,47408,0,25,0.304155170917511,0.3314,0.3841,0.2146,0.0,1198881.280569003
cifar10_vitb16_10000_d3_q4_r23_qam256_snr15,3,4,0.6666666666666666,256,15.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,8,3840048,3855033,2560000.0,2570000.0,3840048.0,3855033.0,256,0.12204443359375,2499470,47408,1.0,1.0,47408,0,25,0.3556508421897888,0.3793,0.3841,0.2364,0.0,1296462.055377
cifar10_vitb16_10000_d3_q4_r23_qam256_snr20,3,4,0.6666666666666666,256,20.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,30720384,30840264,8,3840048,3855033,2560000.0,2570000.0,3840048.0,3855033.0,256,0.00451806640625,92530,9112,0.1922038474519068,0.192014006074924,47408,38305,25,0.5149957537651062,0.3925,0.3841,0.241,0.0,1336621.6832470018
cifar10_vitb16_10000_d3_q4_r34_qam4_snr-10,3,4,0.75,4,-10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,2,13653360,13706820,2560000.0,2570000.0,3413340.0,3426705.0,40,0.375951416015625,7699485,42140,1.0,1.0,42140,0,25,0.015420788899064,0.1236,0.3841,0.1021,0.0,550049.5391680087
cifar10_vitb16_10000_d3_q4_r34_qam4_snr-5,3,4,0.75,4,-5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,2,13653360,13706820,2560000.0,2570000.0,3413340.0,3426705.0,40,0.2868951171875,5875612,42140,1.0,1.0,42140,0,25,0.0297097787261009,0.1305,0.3841,0.105,0.0,443061.2744980026
cifar10_vitb16_10000_d3_q4_r34_qam4_snr0,3,4,0.75,4,0.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,2,13653360,13706820,2560000.0,2570000.0,3413340.0,3426705.0,40,0.156434326171875,3203775,42140,1.0,1.0,42140,0,25,0.0574112497270107,0.1487,0.3841,0.1172,0.0,520127.8388120045
cifar10_vitb16_10000_d3_q4_r34_qam4_snr5,3,4,0.75,4,5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,2,13653360,13706820,2560000.0,2570000.0,3413340.0,3426705.0,40,0.001175830078125,24081,2930,0.0695301376364499,0.0670147128618889,42140,39316,25,0.5044122338294983,0.3808,0.3841,0.2346,0.0,570549.0567250018
cifar10_vitb16_10000_d3_q4_r34_qam4_snr10,3,4,0.75,4,10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,2,13653360,13706820,2560000.0,2570000.0,3413340.0,3426705.0,40,0.0,0,0,0.0,0.0,42140,42140,2,0.551466166973114,0.3894,0.3841,0.238,0.0,46100.17183500168
cifar10_vitb16_10000_d3_q4_r34_qam4_snr15,3,4,0.75,4,15.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,2,13653360,13706820,2560000.0,2570000.0,3413340.0,3426705.0,40,0.0,0,0,0.0,0.0,42140,42140,1,0.551466166973114,0.3894,0.3841,0.238,0.0,29814.13544400857
cifar10_vitb16_10000_d3_q4_r34_qam4_snr20,3,4,0.75,4,20.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,2,13653360,13706820,2560000.0,2570000.0,3413340.0,3426705.0,40,0.0,0,0,0.0,0.0,42140,42140,1,0.551466166973114,0.3894,0.3841,0.238,0.0,29185.27777300187
cifar10_vitb16_10000_d3_q4_r34_qam16_snr-10,3,4,0.75,16,-10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,4,6826680,6853410,2560000.0,2570000.0,3413340.0,3426705.0,40,0.436792333984375,8945507,42140,1.0,1.0,42140,0,25,0.0763275027275085,0.1547,0.3841,0.1217,0.0,533099.7237659977
cifar10_vitb16_10000_d3_q4_r34_qam16_snr-5,3,4,0.75,16,-5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,4,6826680,6853410,2560000.0,2570000.0,3413340.0,3426705.0,40,0.379799853515625,7778301,42140,1.0,1.0,42140,0,25,0.1106597036123275,0.1695,0.3841,0.1301,0.0,453687.25427798927
cifar10_vitb16_10000_d3_q4_r34_qam16_snr0,3,4,0.75,16,0.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,4,6826680,6853410,2560000.0,2570000.0,3413340.0,3426705.0,40,0.283418310546875,5804407,42140,1.0,1.0,42140,0,25,0.1421339362859726,0.1909,0.3841,0.1485,0.0,510731.9539300006
cifar10_vitb16_10000_d3_q4_r34_qam16_snr5,3,4,0.75,16,5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,4,6826680,6853410,2560000.0,2570000.0,3413340.0,3426705.0,40,0.16256220703125,3329274,42140,1.0,1.0,42140,0,25,0.1518120020627975,0.2009,0.3841,0.1412,0.0,720272.7660800009
cifar10_vitb16_10000_d3_q4_r34_qam16_snr10,3,4,0.75,16,10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,4,6826680,6853410,2560000.0,2570000.0,3413340.0,3426705.0,40,0.024415185546875,500023,31299,0.7427384907451353,0.7424299952539155,42140,10854,25,0.2377594411373138,0.2599,0.3841,0.1779,0.0,544448.5566180011
cifar10_vitb16_10000_d3_q4_r34_qam16_snr15,3,4,0.75,16,15.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,4,6826680,6853410,2560000.0,2570000.0,3413340.0,3426705.0,40,0.0,0,0,0.0,0.0,42140,42140,5,0.551466166973114,0.3894,0.3841,0.238,0.0,164909.39985499426
cifar10_vitb16_10000_d3_q4_r34_qam16_snr20,3,4,0.75,16,20.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,4,6826680,6853410,2560000.0,2570000.0,3413340.0,3426705.0,40,0.0,0,0,0.0,0.0,42140,42140,1,0.551466166973114,0.3894,0.3841,0.238,0.0,47691.47331000568
cifar10_vitb16_10000_d3_q4_r34_qam64_snr-10,3,4,0.75,64,-10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,6,4551120,4568940,2560000.0,2570000.0,3413340.0,3426705.0,40,0.455500634765625,9328653,42140,1.0,1.0,42140,0,25,0.0324308350682258,0.1162,0.3841,0.1003,0.0,643035.2535389974
cifar10_vitb16_10000_d3_q4_r34_qam64_snr-5,3,4,0.75,64,-5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,6,4551120,4568940,2560000.0,2570000.0,3413340.0,3426705.0,40,0.4134365234375,8467180,42140,1.0,1.0,42140,0,25,0.0396046303212642,0.1256,0.3841,0.1121,0.0,663792.7098119981
cifar10_vitb16_10000_d3_q4_r34_qam64_snr0,3,4,0.75,64,0.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,6,4551120,4568940,2560000.0,2570000.0,3413340.0,3426705.0,40,0.34277646484375,7020062,42140,1.0,1.0,42140,0,25,0.0561036989092826,0.1276,0.3841,0.1017,0.0,742384.4029329993
cifar10_vitb16_10000_d3_q4_r34_qam64_snr5,3,4,0.75,64,5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,6,4551120,4568940,2560000.0,2570000.0,3413340.0,3426705.0,40,0.26072998046875,5339750,42140,1.0,1.0,42140,0,25,0.0546654909849166,0.1302,0.3841,0.111,0.0,579947.391089998
cifar10_vitb16_10000_d3_q4_r34_qam64_snr10,3,4,0.75,64,10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,6,4551120,4568940,2560000.0,2570000.0,3413340.0,3426705.0,40,0.15209736328125,3114954,42140,1.0,1.0,42140,0,25,0.0828846096992492,0.1561,0.3841,0.123,0.0,616232.9097529945
cifar10_vitb16_10000_d3_q4_r34_qam64_snr15,3,4,0.75,64,15.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,6,4551120,4568940,2560000.0,2570000.0,3413340.0,3426705.0,40,0.0372896484375,763692,38770,0.9200284765068818,0.9204318936877076,42140,3353,25,0.1664657890796661,0.2139,0.3841,0.1508,0.0,899682.6357870013
cifar10_vitb16_10000_d3_q4_r34_qam64_snr20,3,4,0.75,64,20.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,6,4551120,4568940,2560000.0,2570000.0,3413340.0,3426705.0,40,4.8828125e-08,1,1,2.3730422401518743e-05,2.373042240155776e-05,42140,42139,25,0.5514658093452454,0.3894,0.3841,0.238,0.0,651491.5808250008
cifar10_vitb16_10000_d3_q4_r34_qam256_snr-10,3,4,0.75,256,-10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,8,3413340,3426705,2560000.0,2570000.0,3413340.0,3426705.0,40,0.46270791015625,9476258,42140,1.0,1.0,42140,0,25,0.050063032656908,0.1323,0.3841,0.1071,0.0,1108086.7863819948
cifar10_vitb16_10000_d3_q4_r34_qam256_snr-5,3,4,0.75,256,-5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,8,3413340,3426705,2560000.0,2570000.0,3413340.0,3426705.0,40,0.423313134765625,8669453,42140,1.0,1.0,42140,0,25,0.0632150322198867,0.1384,0.3841,0.1071,0.0,857189.0501309827
cifar10_vitb16_10000_d3_q4_r34_qam256_snr0,3,4,0.75,256,0.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,8,3413340,3426705,2560000.0,2570000.0,3413340.0,3426705.0,40,0.355696337890625,7284661,42140,1.0,1.0,42140,0,25,0.0772210657596588,0.1393,0.3841,0.1109,0.0,1188514.070215999
cifar10_vitb16_10000_d3_q4_r34_qam256_snr5,3,4,0.75,256,5.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,8,3413340,3426705,2560000.0,2570000.0,3413340.0,3426705.0,40,0.301796826171875,6180799,42140,1.0,1.0,42140,0,25,0.1020518988370895,0.158,0.3841,0.1263,0.0,1141502.7713130112
cifar10_vitb16_10000_d3_q4_r34_qam256_snr10,3,4,0.75,256,10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,8,3413340,3426705,2560000.0,2570000.0,3413340.0,3426705.0,40,0.2391455078125,4897700,42140,1.0,1.0,42140,0,25,0.1497560292482376,0.2132,0.3841,0.1587,0.0,1114840.8509
cifar10_vitb16_10000_d3_q4_r34_qam256_snr15,3,4,0.75,256,15.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,8,3413340,3426705,2560000.0,2570000.0,3413340.0,3426705.0,40,0.13982509765625,2863618,42140,1.0,1.0,42140,0,25,0.1756834089756012,0.2238,0.3841,0.1567,0.0,889475.2502159972
cifar10_vitb16_10000_d3_q4_r34_qam256_snr20,3,4,0.75,256,20.0,awgn,cifar10_vitb16_layer_features_test,10000,512,20480000,8,20560000,27306720,27413640,8,3413340,3426705,2560000.0,2570000.0,3413340.0,3426705.0,40,0.0378189453125,774532,34879,0.8276934029425724,0.8279781680113906,42140,7249,25,0.1941573321819305,0.227,0.3841,0.1625,0.0,822804.0067139955
cifar10_vitb16_10000_d3_q8_r12_qam4_snr-10,3,8,0.5,4,-10.0,awgn,cifar10_vitb16_layer_features_test,10000,512,40960000,8,41040000,81920160,82080216,2,40960080,41040108,5120000.0,5130000.0,10240020.0,10260027.0,80,0.3747994384765625,15351785,126420,1.0,1.0,126420,0,25,0.0071154311299324,0.1157,0.3841,0.0958,0.0,2040011.2236920004
